Number,Microphone,ACI,ADI,AEI,BI,H,NDSI
925,ICD,1866.247721,1.730628088,0.562698,6.206381006,0.657601558,-0.498872808
926,ICD,1879.897677,1.86923798,0.490844,7.655335798,0.689979109,0.148900032
927,ICD,1852.418591,1.708790206,0.575252,5.448561271,0.643718919,-0.470342308
928,ICD,1870.789913,1.529385636,0.646829,3.590690421,0.622210319,-0.672742525
929,ICD,1853.764915,1.381419741,0.693086,3.375648802,0.6156049,-0.629122702
930,ICD,1846.194434,1.274446895,0.71647,5.896706542,0.623266338,-0.26804502
931,ICD,1853.360196,1.335546176,0.705597,6.031552355,0.610415557,-0.456970278
932,ICD,1826.233315,1.192462249,0.739982,4.550634729,0.597438614,-0.578923584
933,ICD,1850.29584,1.416266623,0.676361,4.180377214,0.609353518,-0.569432232
934,ICD,1819.337447,1.239800718,0.722278,3.99894904,0.607959974,-0.7201366
935,ICD,1841.344057,1.596828549,0.613936,5.355909952,0.62471297,-0.67152357
936,ICD,1865.027741,1.424958356,0.676529,4.572440276,0.617851161,-0.602775975
937,ICD,1871.752531,1.519929819,0.646356,7.016217149,0.62687121,-0.608293637
938,ICD,1857.692641,1.534503806,0.640827,5.537967965,0.650916454,-0.324762438
939,ICD,1883.348514,1.87244708,0.495345,6.085854231,0.673392362,-0.158917203
940,ICD,1882.845094,2.060133565,0.384025,3.231503781,0.679235902,-0.517652361
941,ICD,1903.147001,2.224115772,0.217912,3.350576396,0.722447394,-0.319233781
942,ICD,1882.843548,2.102716934,0.353235,2.935551729,0.684378276,-0.349456718
943,ICD,1859.992104,1.706170847,0.581054,4.159029783,0.652254546,-0.332600351
944,ICD,1849.919472,1.213994587,0.735417,2.628012643,0.622826204,-0.704580228
945,ICD,1845.123627,1.160334548,0.748394,3.111235198,0.617317884,-0.541985827
946,ICD,1831.15913,1.423455725,0.680886,3.796577243,0.626664796,-0.55587679
947,ICD,1867.662034,1.791492396,0.534427,5.055123707,0.654874158,-0.402517464
948,ICD,1874.746893,1.68755855,0.586523,4.668689888,0.652855386,-0.504640843
949,ICD,1868.436665,1.864613135,0.504134,3.64350853,0.667148073,-0.657870273
950,ICD,1831.941617,1.57326173,0.629233,3.866368724,0.644021002,-0.716378829
951,ICD,1810.050443,1.513748212,0.651841,3.371509059,0.629635271,-0.644277504
952,ICD,1783.800243,1.573841252,0.629744,4.033396393,0.634968597,-0.575236832
953,ICD,1805.769148,1.962982247,0.453904,3.101453824,0.674034298,-0.268802257
954,ICD,1799.26178,1.763583598,0.558434,3.129136423,0.637717107,-0.465437827
955,ICD,1843.56392,1.778187591,0.55224,3.194971497,0.641514254,-0.458163503
956,ICD,1833.523081,1.734848233,0.569237,3.886920352,0.670021253,-0.383952486
957,ICD,1841.65528,1.318542366,0.711166,4.574651452,0.61201041,-0.517548615
958,ICD,1821.921798,1.407600629,0.686378,3.303631336,0.631117374,-0.520537879
959,ICD,1849.83301,1.518728257,0.651552,3.653520538,0.626669152,-0.565780866
960,ICD,1873.004182,1.970907112,0.431046,5.632035899,0.666844475,-0.180372126
961,ICD,1901.022558,1.782235431,0.509749,9.300078258,0.6807807,-0.015933635
962,ICD,1922.400804,1.790018958,0.512154,8.975500636,0.691669961,0.511515818
963,ICD,1909.510541,1.643804496,0.582593,8.471750048,0.703490726,0.560478883
964,ICD,1880.181212,1.776602032,0.519539,8.396745054,0.689425847,0.333003647
965,ICD,1885.820795,1.834603477,0.494174,6.959619264,0.679595695,-0.452578784
966,ICD,1901.698347,1.761428078,0.525163,7.141162455,0.675709661,-0.512703834
967,ICD,1885.82499,1.690451648,0.556312,6.4193604,0.656679645,-0.591587988
968,ICD,1903.426497,1.541946613,0.61694,5.818960536,0.619583335,-0.645158535
969,ICD,1923.421497,1.563344597,0.616787,7.180882835,0.622317485,-0.613849341
970,ICD,1919.389645,1.559779278,0.611879,6.403366337,0.610175494,-0.626297405
971,ICD,1952.002453,1.547535276,0.628026,7.222509295,0.612648033,-0.467834806
972,ICD,1906.695998,1.595768913,0.605527,7.56952109,0.600623191,-0.429455265
973,ICD,1947.231712,1.504379264,0.644361,7.114752187,0.572483597,-0.439037138
974,ICD,1977.995829,1.593970645,0.622185,6.183652546,0.596441959,0.197273712
975,ICD,1929.100311,1.444364573,0.674066,8.573795763,0.570379959,-0.217297067
976,ICD,1909.435651,1.42084131,0.681417,8.234441768,0.541493426,-0.377964246
977,ICD,1879.331914,1.407587025,0.680304,7.023164713,0.58908433,-0.523508399
978,ICD,1906.997105,1.655977781,0.590136,7.027564634,0.655599852,-0.281837079
979,ICD,1932.384231,1.894247866,0.4731,8.673787261,0.684750004,0.038023941
980,ICD,1883.200625,1.604048904,0.608215,7.110366803,0.670994032,-0.63227093
981,ICD,1887.215298,1.706809456,0.562361,6.512661725,0.654988247,-0.630242303
982,ICD,1886.209333,1.798548929,0.518263,6.978342473,0.664202015,-0.570655433
983,ICD,1877.721734,1.483215363,0.641232,6.218839651,0.63763867,-0.717851559
984,ICD,1859.95631,1.647599237,0.583112,6.67546813,0.647635344,-0.619019984
985,ICD,1848.616437,1.515977726,0.639636,6.32207496,0.636479442,-0.688655765
986,ICD,1873.686815,1.655077129,0.588583,6.953576106,0.644599662,-0.645126055
987,ICD,1883.501782,1.714685582,0.559467,6.532023786,0.642908103,-0.641796724
988,ICD,1887.52837,1.651128196,0.586742,6.880051971,0.642814799,-0.654220884
989,ICD,1889.087318,1.683504709,0.571667,6.460710668,0.641334581,-0.577131123
990,ICD,1880.573224,1.677978196,0.57331,5.903661298,0.642396563,-0.635566968
991,ICD,1901.487855,1.705382538,0.559077,6.45702376,0.646374736,-0.618592899
992,ICD,1904.333503,1.732323228,0.546948,8.594303922,0.662962137,-0.262756475
993,ICD,1889.662129,1.594938567,0.610672,6.912912539,0.640351178,-0.698613752
994,ICD,1884.268895,1.466206184,0.655705,6.0290234,0.61686078,-0.730857881
995,ICD,1887.692802,1.560220954,0.632438,7.866532622,0.599655476,-0.427386625
996,ICD,1842.318995,1.366306291,0.691221,7.085660088,0.589913723,-0.538791848
997,ICD,1897.212907,1.349370335,0.702885,9.660862877,0.626674628,0.695816214
998,ICD,1860.732992,1.533065709,0.642959,9.380453858,0.600404092,0.589825511
999,ICD,1860.201127,1.464301009,0.659953,7.880584141,0.601424026,0.041212602
1000,ICD,1887.9931,1.678376916,0.587887,11.62113727,0.659682407,0.658550924
1001,ICD,1888.886118,1.615969957,0.606199,8.735805217,0.671282721,-0.571429366
1002,ICD,1923.510782,1.689934992,0.574692,10.13785075,0.67787613,0.219649731
1003,ICD,1916.807423,1.789752449,0.525059,9.269467661,0.682470976,-0.030063381
1004,ICD,1898.712565,1.794223915,0.526207,8.009352228,0.679063988,0.309513206
1005,ICD,1866.877468,1.74107658,0.541449,6.30736846,0.653909272,-0.364015683
1006,ICD,1912.762599,1.779590143,0.527374,10.15253489,0.668706825,0.0238838
1007,ICD,1898.395284,1.650127733,0.580129,7.648710004,0.665268391,-0.374052369
1008,ICD,1934.389975,1.581361769,0.617895,8.383762345,0.645985828,0.056039427
1009,ICD,1900.669672,1.834960867,0.498849,6.851241546,0.667252727,-0.33293834
1010,ICD,1898.826422,1.825947482,0.505292,7.058424426,0.678702777,-0.418820031
1011,ICD,1885.816969,1.055294559,0.770673,7.38871443,0.67617153,0.336699226
1012,ICD,1897.000553,1.217593224,0.736905,6.571249751,0.671615294,0.558807029
1013,ICD,1877.475152,1.787071593,0.527308,7.690610048,0.679651503,-0.189385934
1014,ICD,1889.145577,1.911432532,0.460882,7.21720387,0.690259031,-0.476547052
1015,ICD,1914.195851,1.881208424,0.485353,7.27298487,0.711106958,0.112510575
1016,ICD,1907.930156,1.952057535,0.424015,9.355527066,0.700388064,-0.313107835
1017,ICD,1886.817642,1.94855596,0.437922,6.105070753,0.683358036,-0.533400448
1018,ICD,1894.870324,1.755440826,0.548979,6.423859201,0.685186962,-0.369070529
1019,ICD,1927.238383,1.793068308,0.528957,7.495430631,0.694806902,-0.210918494
1020,ICD,1905.194999,1.601877447,0.619045,7.062475002,0.691592931,0.262975378
1021,ICD,1872.696937,1.802597087,0.53682,3.32246747,0.682236672,0.327235765
1022,ICD,1890.011416,1.924612491,0.461158,4.611972263,0.677653398,0.218066005
1023,ICD,1792.154412,1.63553093,0.60327,7.107650175,0.629912088,-0.018829403
1024,ICD,1768.72108,1.427333716,0.678816,4.81754982,0.602797168,-0.412348841
1025,ICD,1746.363585,1.289373159,0.720852,4.833507924,0.578491339,-0.366679904
1026,ICD,1799.518226,1.392591402,0.689144,6.333679131,0.603309445,-0.437112176
1027,ICD,1796.990297,1.680793483,0.585282,7.741542546,0.609171361,-0.068089024
1028,ICD,1806.509336,1.605163093,0.61883,6.933222653,0.601391494,0.014998246
1029,ICD,1801.828474,1.412488605,0.68191,7.572655211,0.579545235,-0.310129219
1030,ICD,1803.417622,1.528251924,0.64768,6.891260887,0.625097061,-0.448642467
1031,ICD,1797.300838,1.398787888,0.68769,6.036983513,0.619031422,-0.318717536
1032,ICD,1820.403604,1.606674462,0.61452,7.534482911,0.645417486,-0.360443017
1033,ICD,1843.46051,1.561243549,0.637639,7.440401455,0.648418461,-0.118393606
1034,ICD,1860.498198,1.674360738,0.590756,4.941245764,0.652869066,-0.343194734
1035,ICD,1870.177254,1.76168115,0.540487,8.286662828,0.680825312,-0.134084041
1036,ICD,1891.579384,1.682775972,0.589673,5.540217098,0.673578843,0.227711507
1037,ICD,1923.252509,1.787511319,0.539664,5.627394648,0.719127073,0.722356871
1038,ICD,1884.586296,1.232291875,0.71899,5.469464289,0.713570905,0.77701336
1039,ICD,1882.549323,1.984229322,0.43568,5.361499182,0.705670325,0.351567398
1040,ICD,1857.08143,1.750366246,0.557796,4.420171618,0.678821032,-0.579289025
1041,ICD,1891.22409,1.855510482,0.507795,3.312836708,0.693763357,-0.496153285
1042,ICD,1858.421868,1.930736054,0.467031,3.370554869,0.691316998,-0.594557283
1043,ICD,1878.081888,1.617986309,0.614594,3.863371306,0.663935996,-0.701523775
1044,ICD,1878.969441,1.824448649,0.523042,5.604509169,0.683080465,-0.454853485
1045,ICD,1884.421402,1.520152454,0.652389,6.177707562,0.648404402,-0.519139841
1046,ICD,1895.880068,1.93054823,0.458475,7.615140697,0.707379482,0.464072579
1047,ICD,1958.898372,1.870700818,0.483009,8.817077453,0.729545233,0.657863144
1048,ICD,1960.589584,2.028993953,0.374514,6.577975278,0.733529034,0.682621671
1049,ICD,1966.392172,2.130822185,0.292706,6.47173405,0.749898047,0.798213099
1050,ICD,1881.051422,1.968019924,0.432114,6.845857715,0.702213318,0.320441963
1051,ICD,1890.606773,1.643573254,0.594101,6.688129093,0.706209195,0.90924847
1052,ICD,1882.246518,1.597163519,0.614036,7.52803807,0.69148726,0.870096232
1053,ICD,1885.183029,1.232596381,0.717892,6.159131837,0.681068323,0.905947542
1054,ICD,1841.18264,1.759827266,0.553478,4.14729911,0.655858881,-0.475684212
1055,ICD,1875.417783,1.459000526,0.66926,6.748075849,0.636016016,-0.434072049
1056,ICD,1833.319478,1.381596198,0.690702,7.02243155,0.637758826,-0.337143151
1057,ICD,1852.893845,1.683990915,0.58712,7.62006665,0.663717066,0.181800694
1058,ICD,1876.960976,1.833760057,0.518995,6.418350693,0.694172046,0.409910156
1059,ICD,1850.228892,1.960320998,0.444162,5.021643293,0.693391913,0.499395882
1060,ICD,1864.729518,1.876890306,0.493768,6.149725389,0.685178604,-0.095061898
1061,ICD,1871.748544,1.931765707,0.464193,4.843709086,0.688615699,0.164433194
1062,ICD,1870.938656,1.859811513,0.505874,5.383142023,0.674732154,0.129085666
1063,ICD,1893.782349,1.855314872,0.507407,8.129150818,0.674834885,0.164510875
1064,ICD,1922.281902,2.002079197,0.419528,6.24428623,0.709175864,0.640099525
1065,ICD,1874.687321,1.652466175,0.601466,4.064045936,0.646122346,0.025902343
1066,ICD,1876.558677,1.547969468,0.640712,5.396226854,0.627012633,-0.487194319
1067,ICD,1879.1671,1.684948322,0.590557,5.130302083,0.64082641,0.01871398
1068,ICD,1908.246472,1.284759813,0.719228,8.303331685,0.645940173,0.574795676
1069,ICD,1856.267673,1.448310158,0.674457,4.349715113,0.632903887,-0.070076795
1070,ICD,1858.884055,1.150760797,0.748119,4.405936962,0.661044386,-0.18891402
1071,ICD,1837.245925,1.640522514,0.605928,4.96798839,0.650244552,-0.58510073
1072,ICD,1836.846482,1.278381694,0.709915,6.601103944,0.641378604,0.830582816
1073,ICD,1897.894688,1.358320421,0.685241,9.284843396,0.653998745,0.981137787
1074,ICD,1860.319165,1.408172587,0.672835,8.162274334,0.586033142,0.960237303
1075,ICD,1806.923736,1.25711177,0.71995,6.013409571,0.529931828,0.779570899
1076,ICD,1824.320566,1.633674778,0.601658,7.500990087,0.552190886,0.252265837
1077,ICD,1824.743795,1.494777185,0.656124,5.557325091,0.558311024,-0.039300971
1078,ICD,1871.842915,1.865487175,0.506044,3.636532062,0.650165097,0.493174611
1079,ICD,1834.716628,1.785074449,0.546221,4.35839486,0.642958963,-0.202712955
1080,ICD,1850.517986,1.662259995,0.597396,4.105933003,0.635018717,-0.240295806
1081,ICD,1793.901034,1.527624639,0.639656,6.101252051,0.610826461,-0.598129453
1082,ICD,1820.97616,1.439964445,0.670037,6.734217889,0.623434772,-0.671289967
1083,ICD,1827.745159,1.624421572,0.607854,7.342236115,0.633520138,-0.518116944
1084,ICD,1818.171659,1.47798541,0.660373,7.044013082,0.62300712,-0.572502346
1085,ICD,1808.663214,1.306952859,0.710245,6.994855606,0.604031548,-0.547328882
1086,ICD,1855.724696,1.520819008,0.646449,8.155042619,0.617894065,-0.382344402
1087,ICD,1816.056083,1.405106972,0.682255,6.785666354,0.617286822,-0.623985535
1088,ICD,1770.119986,1.284881734,0.717319,6.079520799,0.589912008,-0.539752581
1089,ICD,1786.208789,1.229227502,0.732488,6.597675545,0.592225001,-0.582369858
1090,ICD,1838.237961,1.092177306,0.76215,8.127020318,0.637682738,0.02009078
1091,ICD,1884.350125,1.800097877,0.520565,9.080974758,0.675144078,0.15359006
1092,ICD,1875.794766,1.848588947,0.490452,9.362742408,0.702719744,0.02926168
1093,ICD,1850.326891,1.898367529,0.458737,6.643451631,0.68390662,-0.399687656
1094,ICD,1854.010319,1.844729465,0.494608,7.4681227,0.695172255,0.05890201
1095,ICD,1854.644729,1.840526227,0.491072,6.974191334,0.680402475,-0.373279658
1096,ICD,1852.180846,1.902992076,0.455834,7.082509151,0.699508478,-0.235578324
1097,ICD,1860.459733,1.955654881,0.421297,6.92016442,0.700199597,-0.18305355
1098,ICD,1857.970907,1.919737593,0.446665,7.527575649,0.704082598,-0.482105445
1099,ICD,1854.463151,2.019448294,0.380906,6.848411544,0.698857087,-0.423602414
1100,ICD,1884.922626,1.906354674,0.454731,8.836755994,0.721266273,0.025213436
1101,ICD,1883.007561,1.933600739,0.443516,8.099440724,0.715781994,-0.347257577
1102,ICD,1890.297663,1.852590608,0.501617,7.298039259,0.676207593,-0.243297971
1103,ICD,1871.89839,1.719104932,0.568269,7.736997614,0.683580871,-0.248324432
1104,ICD,1879.31526,2.011103464,0.379326,7.415580957,0.697961873,-0.193848825
1105,ICD,1866.943029,2.003965823,0.393612,7.1081097,0.691780418,-0.241464017
1106,ICD,1869.632255,2.014492557,0.381038,7.69730155,0.706516854,-0.415474301
1107,ICD,1863.566715,2.009524556,0.392505,6.474368214,0.68802634,-0.445454309
1108,ICD,1857.190218,1.996596178,0.400758,5.921485983,0.68545399,-0.557660489
1109,ICD,1884.861583,2.038015835,0.365364,7.013906272,0.687141823,-0.462606759
1110,ICD,1893.169553,2.031992666,0.371112,7.160277911,0.684679052,-0.414954255
1111,ICD,1899.401828,1.925353078,0.448413,7.268147907,0.671510872,-0.410373568
1112,ICD,1884.172611,1.843108585,0.497843,7.25925616,0.655826964,-0.372264954
1113,ICD,1882.193348,1.592344355,0.626214,8.117374863,0.649528173,0.279433233
1114,ICD,1852.762871,1.771898433,0.543236,8.298264882,0.642819604,0.160889109
1115,ICD,1852.120299,1.5804099,0.625065,6.255592857,0.630501628,-0.597514402
1116,ICD,1844.157837,1.634978422,0.600112,7.103225097,0.618322092,-0.46361892
1117,ICD,1860.745051,1.710099705,0.568356,9.535158883,0.6173083,-0.100104212
1118,ICD,1805.686527,1.524155953,0.644307,9.322652678,0.620968078,0.58320888
1119,ICD,1836.458317,1.663441212,0.591957,10.8759447,0.657683863,0.551279081
1120,ICD,1888.92231,1.49520642,0.659203,10.76684004,0.704685648,0.609489702
1121,ICD,1871.233541,1.960780281,0.424214,8.414112697,0.688991701,0.008887608
1122,ICD,1902.389569,1.767754884,0.549307,8.8170034,0.7028706,0.569586192
1123,ICD,1930.639381,1.500023418,0.657521,9.784235079,0.697675349,0.587106494
1124,ICD,1898.329223,2.033052461,0.364213,7.768744931,0.69350388,-0.17485468
1125,ICD,1887.102477,2.023482415,0.372226,6.732448682,0.69390748,-0.258337256
1126,ICD,1904.217174,1.963501735,0.429468,5.302567983,0.702938351,0.007890865
1127,ICD,1883.10079,2.066299179,0.35101,7.102154434,0.694174977,0.033077339
1128,ICD,1892.161102,1.868293527,0.490614,5.867427269,0.687725953,-0.181574137
1129,ICD,1886.334786,1.81566878,0.52037,7.417320324,0.646404962,-0.053827038
1130,ICD,1922.761963,1.888346413,0.476749,9.344823559,0.637461313,0.068272596
1131,ICD,1952.054513,1.664072963,0.596742,7.439607073,0.59438616,0.141558678
1132,ICD,1961.414936,1.33390393,0.705863,7.607756009,0.563314598,-0.025451571
1133,ICD,1974.518383,1.597043441,0.621564,8.845744706,0.582642576,0.257192505
1134,ICD,1930.017907,1.725298239,0.565124,7.604470567,0.607892381,-0.038310739
1135,ICD,1923.536772,1.907543691,0.475084,5.971018062,0.639787224,0.635232674
1136,ICD,1894.218517,1.377439346,0.692903,7.921469972,0.636952046,0.400716806
1137,ICD,1874.300562,1.919719536,0.456472,6.213655185,0.651618878,-0.275884171
1138,ICD,1869.828457,1.871599676,0.487406,4.889602643,0.648243072,-0.45839698
1139,ICD,1887.373112,1.951421482,0.436985,7.027842913,0.675167715,0.127552671
1140,ICD,1932.745159,1.532192017,0.64804,8.694869375,0.680840632,0.705996959
1141,ICD,1867.398737,1.518264615,0.648667,6.157961647,0.607979129,-0.373333263
1142,ICD,1836.929662,1.163353887,0.747094,3.661554736,0.574560247,-0.618457938
1143,ICD,1835.838469,1.332317107,0.702388,6.400917874,0.596453844,-0.317683053
1144,ICD,1824.5615,1.114136408,0.756629,3.725308914,0.587644226,-0.672530471
1145,ICD,1856.226118,1.262251203,0.725124,5.39775676,0.601833135,-0.557007532
1146,ICD,1873.712904,1.316218171,0.711238,6.068944859,0.601037539,-0.55991689
1147,ICD,1869.543342,1.11754188,0.759309,4.954610655,0.585980188,-0.614525873
1148,ICD,1879.940995,1.087702883,0.766501,5.365985804,0.548825117,-0.465120437
1149,ICD,1865.779588,0.857049648,0.8058,3.71018811,0.553818363,-0.625755829
1150,ICD,1866.509977,0.825539806,0.808342,3.74623309,0.545607479,-0.675271678
1151,ICD,1870.935393,0.804484925,0.816093,3.56014333,0.525506553,-0.611996794
1152,ICD,1865.043673,0.847514051,0.809411,4.120452219,0.530009527,-0.464468893
1153,ICD,1872.210353,1.104912229,0.76036,6.152527758,0.569841175,-0.360947888
1154,ICD,1898.577557,1.677628839,0.586688,7.085557838,0.644787764,-0.117014062
1155,ICD,1917.676862,1.842639216,0.482755,9.59807742,0.676884871,0.362315813
1156,ICD,1920.820744,1.879975592,0.458062,8.332999932,0.662547695,-0.113768154
1157,ICD,1885.744991,1.805129959,0.518438,7.123221384,0.644912589,-0.280425144
1158,ICD,1888.744843,1.827587862,0.510261,6.443344721,0.648183186,-0.172025628
1159,ICD,1873.440447,1.663676732,0.595046,4.959181061,0.624488113,-0.521886734
1160,ICD,1818.034002,1.335182276,0.704458,4.303961046,0.605970871,-0.453984652
1161,ICD,1783.571056,1.256241182,0.723694,4.37251468,0.588966247,-0.598610223
1162,ICD,1785.357855,1.323141238,0.70796,5.711648722,0.58096714,-0.375889996
1163,ICD,1819.045216,1.255465663,0.723394,5.45541953,0.588526146,-0.470654909
1164,ICD,1807.696346,1.233017673,0.726708,3.934491347,0.592225966,-0.746457798
1165,ICD,1824.451504,1.276826096,0.717708,4.715043582,0.594530296,-0.710662644
1166,ICD,1818.263887,1.1815577,0.742826,5.965537889,0.590680906,-0.580641341
1167,ICD,1811.357245,0.853257343,0.806509,4.144527129,0.565398073,-0.665842283
1168,ICD,1831.294822,0.970647558,0.793739,6.232714956,0.572142788,-0.538261769
1169,ICD,1832.572131,1.159058405,0.746813,3.72842784,0.58621626,-0.721948751
1170,ICD,1844.292793,1.086924983,0.76199,3.925505812,0.588753574,-0.704418008
1171,ICD,1825.207411,1.163707938,0.744774,5.116670876,0.587630214,-0.642660356
1172,ICD,1827.642386,1.167153996,0.743345,3.971346294,0.589409,-0.734113485
1173,ICD,1842.75799,1.069374448,0.763792,3.911997722,0.582861641,-0.71361274
1174,ICD,1819.234072,0.705001076,0.829606,4.00899967,0.491700939,-0.597180455
1175,ICD,1835.45627,0.731103409,0.823576,4.364796024,0.485968625,-0.701227997
1176,ICD,1774.107396,0.565205434,0.854429,4.620932913,0.465249211,-0.50183674
1177,ICD,1769.352729,1.086339416,0.764,4.874333278,0.585224791,-0.592419763
1178,ICD,1779.978491,1.075023535,0.766048,5.199989772,0.585533243,-0.547067816
1179,ICD,1802.047288,1.269359463,0.720032,6.034599742,0.595697042,-0.379507229
1180,ICD,1819.836679,1.207504246,0.738015,4.752412961,0.608012776,-0.613871764
1181,ICD,1832.007395,1.221090274,0.732108,4.457691684,0.595490211,-0.538282672
1182,ICD,1855.177548,1.343449395,0.701646,4.902244854,0.596325899,-0.473899859
1183,ICD,1878.988629,1.479374964,0.663146,4.920547754,0.617696192,-0.277515138
1184,ICD,1852.663015,1.390090787,0.685071,4.68881788,0.628947184,-0.566025495
1185,ICD,1853.76045,1.54764306,0.629677,7.097266897,0.647161262,0.316705792
1186,ICD,1849.471294,1.506501676,0.648501,4.017641723,0.62078936,-0.597928819
1187,ICD,1848.549368,1.508050928,0.652546,4.870157279,0.63420034,-0.090166542
1188,ICD,1856.439134,1.632800276,0.596425,5.348603334,0.634037711,-0.361985876
1189,ICD,1845.582162,1.47005925,0.661551,4.569825197,0.63236413,-0.627090373
1190,ICD,1844.497157,1.493640576,0.655097,3.329053954,0.629172615,-0.65831494
1191,ICD,1842.517966,1.678741,0.585259,3.779593668,0.654180969,-0.587237219
1192,ICD,1855.274975,1.289331249,0.714769,5.555719675,0.673937438,0.072464766
1193,ICD,1860.550276,1.749048675,0.553505,4.809803885,0.665853874,-0.392981632
1194,ICD,1872.196597,1.916800476,0.469729,5.485432448,0.674843853,-0.417273462
1195,ICD,1856.373283,1.883308655,0.485681,4.615146795,0.669024305,-0.447968709
1196,ICD,1872.034728,1.40822089,0.682117,5.848741966,0.662701604,-0.495987559
1197,ICD,1855.797052,1.928555041,0.460787,5.642768371,0.673757344,-0.299449556
1198,ICD,1856.736148,1.891749697,0.47857,4.303701508,0.673688344,-0.586955041
1199,ICD,1852.821084,1.866844245,0.497894,3.744987431,0.661948613,-0.553442459
1200,ICD,1841.382018,1.846626091,0.506597,4.256519745,0.666261126,-0.442765744
1201,ICD,1843.994375,1.458511418,0.658393,6.321353251,0.629037782,-0.674236332
1202,ICD,1845.186854,1.433637055,0.668333,6.5905849,0.631762368,-0.601188817
1203,ICD,1880.077723,1.249990554,0.726173,6.391026858,0.62494436,-0.704779394
1204,ICD,1870.503668,1.564767836,0.624242,6.108548846,0.641351992,-0.679795918
1205,ICD,1855.664174,1.639183502,0.589739,7.962251991,0.657043199,-0.434091662
1206,ICD,1862.254414,1.641687457,0.594172,6.903871414,0.659661521,-0.621194297
1207,ICD,1886.635899,1.520470168,0.642887,9.306922756,0.670666316,-0.393860081
1208,ICD,1886.386389,1.7987027,0.52336,7.706075707,0.684382783,-0.26137325
1209,ICD,1838.096194,1.543004269,0.639332,8.165006433,0.643797432,-0.597703559
1210,ICD,1884.141858,1.726131149,0.562932,7.978779206,0.665222308,-0.409805914
1211,ICD,1874.862966,1.78693516,0.528132,5.33328957,0.663304988,-0.694057089
1212,ICD,1896.44027,1.863237885,0.49152,7.234358058,0.674232008,-0.434759406
1213,ICD,1868.35563,1.688326046,0.568477,5.30322897,0.659740633,-0.67957031
1214,ICD,1872.117671,1.649469782,0.586779,6.485687011,0.663591772,-0.597270646
1215,ICD,1872.645765,1.586788585,0.608273,6.259303229,0.663730652,-0.666164486
1216,ICD,1866.244167,1.677144265,0.576527,5.382649355,0.660337488,-0.781573031
1217,ICD,1873.356879,1.711850322,0.560327,5.015520481,0.657942275,-0.766237523
1218,ICD,1877.858007,1.644897605,0.588353,5.651890233,0.663816826,-0.720578717
1219,ICD,1875.011957,1.632212828,0.593508,5.554248297,0.653240961,-0.771780265
1220,ICD,1881.766566,1.543399946,0.62819,6.10643575,0.631802371,-0.756225134
1221,ICD,1884.722199,1.676351844,0.580917,7.618828768,0.666172359,-0.580740085
1222,ICD,1876.159544,1.862401058,0.487816,7.817397486,0.670103287,-0.606920484
1223,ICD,1867.414987,1.701405865,0.565373,5.975123289,0.666467966,-0.683744734
1224,ICD,1830.851044,1.534470095,0.632158,7.265995404,0.636871345,-0.449836492
1225,ICD,1908.67607,1.54751621,0.634367,6.894969909,0.629644165,-0.108462298
1226,ICD,1863.999981,1.229831839,0.726121,4.758679479,0.593608543,-0.715527952
1227,ICD,1834.163961,1.108927471,0.756764,4.990404216,0.562736167,-0.669833848
1228,ICD,1835.860297,1.031177099,0.771499,5.155239604,0.525498697,-0.706009262
1229,ICD,1908.812959,1.088548215,0.761698,6.227574904,0.519321605,-0.742953837
1230,ICD,1863.538918,1.03472397,0.77013,5.071121645,0.528363481,-0.717991013
1231,ICD,1860.960132,1.254050342,0.717941,4.833459558,0.556413552,-0.847718736
1232,ICD,1881.798165,1.36228209,0.690322,5.275414386,0.57907288,-0.802197951
1233,ICD,1885.261284,1.44263711,0.662266,5.695562384,0.589396898,-0.754652966
1234,ICD,1876.863847,1.431224825,0.671558,5.37457585,0.603564763,-0.721171549
1235,ICD,1880.538563,1.420647363,0.674687,5.388368615,0.608809869,-0.74228581
1236,ICD,1853.787814,1.400611315,0.678018,5.359527084,0.610203975,-0.741507396
1237,ICD,1863.892132,1.525652005,0.636709,6.129193726,0.632762204,-0.574891724
1238,ICD,1872.968496,1.31317633,0.710101,6.795354354,0.632434047,-0.680988593
1239,ICD,1869.599517,1.457964781,0.663267,5.642944465,0.635406748,-0.775387346
1240,ICD,1859.503544,1.482661529,0.655842,5.705851331,0.628771285,-0.746391239
1241,ICD,1962.508959,1.631919207,0.601628,9.383518464,0.640488293,-0.31377224
1242,ICD,1878.117007,1.650660052,0.593822,6.832989516,0.654531145,-0.514143965
1243,ICD,1863.998447,1.846150979,0.508308,5.148480563,0.666407823,-0.657218823
1244,ICD,1871.799737,1.670018935,0.585129,6.533085202,0.669351985,-0.734829896
1245,ICD,1857.138909,1.696837168,0.567408,4.742465292,0.668084098,-0.773154679
1246,ICD,1912.666319,1.703741086,0.577925,5.710028985,0.676145645,-0.510523462
1247,ICD,1872.201924,1.537214745,0.631141,5.324575671,0.657549376,-0.683321906
1248,ICD,1870.010614,1.582922351,0.608162,5.113831357,0.66258914,-0.826012196
1249,ICD,1856.17163,1.661083072,0.583317,5.5775882,0.658585998,-0.847854483
1250,ICD,1847.65067,1.526908295,0.635006,5.37923447,0.650093542,-0.608113061
1251,ICD,1877.653379,1.642371516,0.593289,7.108450212,0.664200971,-0.470580759
1252,ICD,1892.494616,1.832075146,0.506866,6.776282622,0.670526125,-0.457447022
