Number,Microphone,ACI,ADI,AEI,BI,H,NDSI
108,ICD,1839.126258,1.73932722,0.565451,2.915620149,0.652263841,-0.758943909
109,ICD,1872.347157,1.607643817,0.612891,4.817743922,0.652250232,-0.613906432
110,ICD,1836.343241,1.315394056,0.707807,4.098135307,0.641957244,-0.535388235
111,ICD,1819.416846,1.529230831,0.646287,4.61991942,0.647325852,-0.506161814
112,ICD,1777.247279,1.446661663,0.673207,4.076489881,0.627241835,-0.475958557
113,ICD,1771.222912,1.514175744,0.653129,6.597250873,0.636914687,0.092553825
114,ICD,1775.488235,1.281007956,0.715919,3.228141972,0.619860815,-0.662737933
115,ICD,1773.607941,1.15908028,0.744763,3.285704599,0.603613363,-0.667618017
116,ICD,1826.285467,1.576252117,0.624995,8.410806874,0.636379103,0.77590439
117,ICD,1787.633886,1.475874975,0.658671,6.272916502,0.615835372,0.413702217
118,ICD,1803.665594,1.178581949,0.742354,3.73710963,0.599810378,-0.603953836
119,ICD,1900.254154,0.771161614,0.821657,4.232095302,0.580162098,-0.674801294
120,ICD,1861.697481,1.616746783,0.612575,4.014396006,0.651557935,-0.703073773
121,ICD,1873.606263,2.009122687,0.384953,6.720045918,0.715574973,0.502794523
122,ICD,1894.238899,1.920431566,0.453631,5.952033474,0.701479388,0.321034541
123,ICD,1915.326828,1.918955374,0.449507,5.718528427,0.709999613,0.242327099
124,ICD,1930.35834,2.063564854,0.335293,8.10718317,0.721310845,0.556380551
125,ICD,1911.054642,2.004783155,0.386691,6.850545677,0.727454629,0.48828778
126,ICD,1914.114858,1.967000795,0.414414,7.550291848,0.675766529,0.320898374
127,ICD,1922.532975,1.903420273,0.462566,7.380489147,0.65287394,0.415508368
128,ICD,1969.478142,1.941436829,0.436544,5.73562583,0.64432213,0.190381405
129,ICD,1962.47351,1.965183775,0.419529,5.575476015,0.656599173,0.284066873
130,ICD,1984.352211,1.579049887,0.620111,6.112005743,0.666053752,0.320604344
131,ICD,1981.765052,1.996822667,0.39617,6.295409807,0.677291413,0.483183184
132,ICD,1999.754039,1.886819545,0.473601,4.401176294,0.638688998,0.090623759
133,ICD,2010.776138,1.863145363,0.489064,5.902233129,0.636418787,0.041850751
134,ICD,1996.396348,1.988171134,0.397835,6.147146789,0.68301932,0.527184481
135,ICD,1974.190866,2.076192027,0.325623,7.261890812,0.719776838,0.699625454
136,ICD,1972.118865,2.053798828,0.348614,6.843278231,0.708865119,0.700792744
137,ICD,1931.111543,2.010692735,0.386323,7.986940554,0.687736733,0.38050459
138,ICD,1889.189338,2.014841495,0.375303,7.043357983,0.686472764,0.277108369
139,ICD,1893.857373,2.004023118,0.385222,6.716365606,0.682950921,0.423374919
140,ICD,1849.193477,1.990654311,0.399096,7.377670773,0.675467552,0.541268506
141,ICD,1868.40237,1.989441154,0.405752,7.769516453,0.684498309,0.498907334
142,ICD,1891.44138,1.960840157,0.424975,7.389977394,0.684354944,0.494458011
143,ICD,1911.938505,1.896823641,0.470428,5.89296464,0.690930995,0.298897015
144,ICD,1901.107004,2.004931164,0.398768,4.548763122,0.675566799,0.237410724
145,ICD,1943.546354,2.101271564,0.313443,5.144758031,0.704196659,0.262196605
146,ICD,1963.584325,2.12760109,0.300392,5.639632885,0.706338493,0.43386472
147,ICD,1946.918889,1.995981029,0.396262,5.953324766,0.660077553,0.191204555
148,ICD,1927.742145,1.829819759,0.512768,4.648701569,0.610844751,-0.15756484
149,ICD,1985.193984,1.915777059,0.458364,4.491253976,0.636443995,-0.043895268
150,ICD,1929.892107,1.912895315,0.458155,5.422851485,0.647949496,0.228786078
151,ICD,1908.128392,1.901868918,0.465813,6.900562084,0.654731272,0.152060165
152,ICD,1876.344661,1.905894851,0.463886,6.544728554,0.653104666,0.077340801
153,ICD,1926.643188,1.824428974,0.513629,6.014472711,0.673084453,0.249643282
154,ICD,1906.076404,1.993662756,0.402389,6.570811242,0.677496454,0.173633972
155,ICD,1933.191368,1.917787632,0.455609,6.845011329,0.682733337,0.277813425
156,ICD,1968.915104,1.201779112,0.745754,5.84533034,0.644361418,-0.014883241
157,ICD,1998.65483,2.042381726,0.361899,7.218674808,0.69063092,0.610034321
158,ICD,1998.574929,1.963648354,0.427039,8.371501851,0.688824411,0.803616276
159,ICD,1988.082157,1.404391112,0.687072,4.900256093,0.59576194,0.038930532
160,ICD,1969.227883,1.862800339,0.492881,5.889812512,0.635075048,-0.006460842
161,ICD,1918.668922,1.963326135,0.421711,5.714137864,0.663310218,-0.052011383
162,ICD,1931.315237,2.002471994,0.392753,6.334152361,0.665342114,0.197464405
163,ICD,1917.914293,1.835477025,0.510136,5.412992318,0.652034011,0.127459406
164,ICD,1913.574505,1.831904357,0.50909,5.499397952,0.649044796,0.067368657
165,ICD,1902.32847,1.954533877,0.43165,5.858316932,0.665441348,0.214352215
166,ICD,1941.616712,2.075652721,0.32986,6.67903558,0.694715186,0.535230788
167,ICD,1950.870054,1.028774021,0.782088,7.746792783,0.635905724,0.84628206
168,ICD,1990.157873,1.516232623,0.651813,6.491360149,0.572975198,-0.267391927
169,ICD,1933.237923,1.836494333,0.50752,6.158587458,0.635754621,-0.121031912
170,ICD,1921.255708,1.731503593,0.564717,6.017873822,0.633191395,-0.237904969
171,ICD,1934.037342,1.966358357,0.413219,6.92346029,0.686567476,0.247123972
172,ICD,1904.166018,1.995920665,0.390426,6.513663544,0.672402222,0.115160481
173,ICD,1878.890561,1.827841069,0.510102,5.97579375,0.631115538,-0.170351655
174,ICD,1882.192785,1.792097853,0.53075,6.006743711,0.624271686,-0.299494874
175,ICD,1943.745037,1.760030837,0.546479,5.953579978,0.592667404,0.241441536
176,ICD,1917.015515,1.611587791,0.61695,5.458846237,0.586732847,0.295325883
177,ICD,1913.701548,1.732156553,0.564611,6.072222198,0.582024587,0.405024922
178,ICD,1900.790973,1.602648787,0.61528,5.369773772,0.566168933,0.233928949
179,ICD,1903.64769,1.681308414,0.584404,5.099940856,0.569233942,-0.076088243
180,ICD,1910.97802,1.688040169,0.584294,5.447994596,0.570590831,0.021998789
181,ICD,1938.551552,1.964980064,0.427474,5.938842089,0.651487269,0.329551278
182,ICD,1944.471425,1.990474035,0.402344,5.523653453,0.676712237,0.541628211
183,ICD,1917.494649,1.948128198,0.440911,5.947629481,0.668224727,0.590948146
184,ICD,1957.805252,2.052080462,0.347226,8.341202354,0.697918146,0.745808486
185,ICD,1948.428576,1.945643576,0.425264,7.601387641,0.675793885,0.524459287
186,ICD,1933.874339,1.913858002,0.443932,6.539240748,0.659373482,0.336361212
187,ICD,1965.752731,1.980585878,0.391812,8.877018024,0.689781877,0.599260878
188,ICD,1916.699944,1.940396835,0.409622,8.895891895,0.677734468,0.382809042
189,ICD,1879.387666,1.909476102,0.443197,9.290843421,0.661091833,0.207394057
190,ICD,1852.643915,1.821242287,0.489817,8.200075005,0.637218321,0.332461659
191,ICD,1963.234796,1.907840522,0.440379,8.737439513,0.650171472,0.294573343
192,ICD,1996.483747,1.902508255,0.457755,7.632735582,0.657766039,0.376353364
193,ICD,1992.912085,1.952742956,0.429281,7.855859602,0.677366294,0.376785316
194,ICD,1997.449022,1.927358629,0.441624,7.617321727,0.665626862,0.331482499
195,ICD,2009.620182,1.568461084,0.625353,7.506801235,0.611178544,0.206626798
196,ICD,2027.826116,1.797007493,0.517023,8.140216396,0.603616275,0.313018159
197,ICD,2027.096139,1.851510983,0.481986,8.010419186,0.611023813,0.339079198
198,ICD,1976.896945,1.83797139,0.499996,7.458862797,0.628198569,0.324285771
199,ICD,1987.683768,1.886075488,0.462258,7.795872961,0.648722718,0.355354088
200,ICD,2009.303403,1.921235625,0.439528,7.505225501,0.639448075,0.407836485
201,ICD,1995.075682,2.013375115,0.375719,6.396823048,0.662143519,0.337792942
202,ICD,2009.043212,2.005885115,0.370861,7.309208079,0.66044089,0.368383201
203,ICD,1941.872756,1.870964262,0.476334,8.400018233,0.639041043,0.25372224
204,ICD,1925.54136,1.774502933,0.538109,6.486054052,0.641950173,0.167601317
205,ICD,1928.864944,1.848263388,0.5039,6.033383232,0.638719615,0.153376868
206,ICD,1912.112263,1.750223337,0.556361,7.332346327,0.616147022,0.28965042
207,ICD,1887.673317,1.51889397,0.651218,4.937009474,0.601947781,-0.19069438
208,ICD,1893.167627,1.283352456,0.721095,4.275456516,0.578364705,-0.379146827
209,ICD,1884.550432,1.568376672,0.630532,7.381577241,0.592476737,-0.188310028
210,ICD,1863.639683,1.37789049,0.695338,6.498108465,0.57908867,-0.239099412
211,ICD,1881.897764,1.281706108,0.720496,6.960504682,0.573320447,-0.30361817
212,ICD,1884.699004,1.331703583,0.704225,7.129656999,0.570692061,-0.027630574
213,ICD,1897.042159,1.295082489,0.719684,5.689299021,0.569855396,-0.339361874
214,ICD,1908.511396,1.687157731,0.59027,5.202063502,0.641390318,-0.198191285
215,ICD,1915.131633,1.751438339,0.552485,6.62928866,0.622400709,-0.177774762
216,ICD,1919.829275,1.756454629,0.551625,5.015433912,0.636691911,0.075595368
217,ICD,1940.205705,1.705325639,0.570927,5.532679388,0.62789507,-0.036943494
218,ICD,1922.068294,1.660265963,0.591744,6.489240817,0.609913698,-0.252871392
219,ICD,1979.409926,1.888625198,0.467734,9.051839659,0.663202104,0.792637035
220,ICD,1976.955386,1.8839947,0.477463,7.85402401,0.637893541,0.511300268
221,ICD,1940.109693,1.6884907,0.575891,6.311003892,0.586629431,-0.13983837
222,ICD,1980.406367,1.865215785,0.494185,5.860289067,0.614760828,-0.030218866
223,ICD,2012.475798,1.91184665,0.455711,4.927367806,0.651225628,0.146874849
224,ICD,1999.583339,2.062950726,0.366962,4.72217451,0.675426482,0.062585568
225,ICD,1937.210399,1.969748151,0.413198,3.345165421,0.660267407,-0.017736139
226,ICD,1926.521554,2.083321245,0.341607,4.728845734,0.68935973,0.052291775
227,ICD,1915.212215,1.822996944,0.517456,6.004774167,0.657186201,0.427500659
228,ICD,1921.357067,1.757885323,0.550394,7.027223005,0.66602504,0.626514908
229,ICD,1921.352381,1.962485682,0.445643,4.691811568,0.650093239,-0.139613921
230,ICD,1936.208661,1.733011137,0.56451,4.384911023,0.621529222,-0.332729378
231,ICD,1923.632749,1.593528995,0.626195,4.166343583,0.617621839,-0.416382277
232,ICD,1935.838135,1.960188603,0.442077,4.868073885,0.654974963,-0.305297363
233,ICD,1934.565957,1.885989953,0.480882,5.60819508,0.647998583,-0.255905591
234,ICD,1947.609987,2.00440271,0.39519,6.91524619,0.672889744,-0.175267007
235,ICD,1965.189082,1.929539549,0.444779,7.172723974,0.652322147,-0.02392693
236,ICD,1956.97778,1.968423375,0.418135,7.285127828,0.660517936,0.100823636
237,ICD,1923.459645,1.953932564,0.42961,6.849084435,0.660281681,0.064544882
238,ICD,1940.10576,1.831541679,0.509762,12.4176439,0.657855348,0.829453225
239,ICD,2059.734492,2.059033356,0.356493,14.29390386,0.745790077,0.976576694
240,ICD,1912.204785,1.84887411,0.501052,8.012676476,0.657397214,0.316055936
241,ICD,1958.670135,1.86956667,0.486537,8.801288736,0.612443337,0.724919754
242,ICD,1905.869504,1.936987561,0.437004,8.826153097,0.599424266,0.746027967
243,ICD,1965.086988,1.962800157,0.415095,8.102232912,0.606850382,0.764169554
244,ICD,1956.692878,1.986078241,0.400822,8.857229495,0.632790374,0.831950901
245,ICD,1966.305932,1.987907622,0.403325,7.402873499,0.633317908,0.654236532
246,ICD,1966.083221,2.04758448,0.346317,7.461373483,0.658280688,0.761698649
247,ICD,2000.525414,2.014971607,0.378035,7.582158297,0.667751925,0.776226168
248,ICD,2009.945427,2.023493208,0.372657,7.153775482,0.660873737,0.696399235
249,ICD,1958.839062,2.022563451,0.376869,7.022576205,0.65535937,0.708312962
250,ICD,1920.622329,1.925238318,0.467897,5.418258736,0.653850109,0.847640892
251,ICD,1862.659179,1.862614265,0.4992,6.815005067,0.632657439,0.771928733
252,ICD,1915.538044,2.039858613,0.378234,6.973720358,0.696120158,0.919343494
253,ICD,1902.413882,1.936136408,0.443607,5.675755669,0.672992595,0.689924896
254,ICD,1867.756038,1.962846438,0.415406,4.469849248,0.670016678,0.548492765
255,ICD,1936.439186,1.942181659,0.431095,4.495921849,0.667769501,0.621173545
256,ICD,1959.320903,1.920721889,0.447262,4.192770739,0.635495848,0.589746034
257,ICD,1982.751704,1.974870099,0.409423,6.526190193,0.66621955,0.665437086
258,ICD,1987.331509,2.021965816,0.363668,5.22345332,0.661337543,0.560072884
259,ICD,2002.358015,2.039993882,0.343048,6.898846918,0.66178964,0.575219591
260,ICD,1987.98203,2.027087816,0.355847,6.178969677,0.654306773,0.640943908
261,ICD,2027.520746,2.016281918,0.368662,6.080953381,0.638117248,0.684430112
262,ICD,2014.513794,1.993025833,0.389808,6.124265352,0.625439216,0.623959542
263,ICD,2037.720686,2.010592637,0.373241,4.868224787,0.622878091,0.615293914
264,ICD,2012.306208,1.965870615,0.413101,4.049507368,0.620285713,0.516828136
265,ICD,2039.907513,1.987331944,0.401042,5.561552379,0.634344824,0.817875939
266,ICD,2002.458013,1.956627571,0.420334,4.799431944,0.634657442,0.762839191
267,ICD,1975.749184,2.059705045,0.323507,5.19578575,0.67929901,0.745914682
268,ICD,1990.754922,2.075585484,0.289376,7.328358681,0.712432557,0.753807126
269,ICD,1985.863023,2.083620095,0.278409,7.434988579,0.707726654,0.704073724
270,ICD,1985.959053,2.087896056,0.277979,8.04151098,0.714790601,0.764281396
271,ICD,1973.502411,2.06829293,0.292513,6.125638905,0.694117194,0.669514826
272,ICD,2012.777737,2.121406018,0.239667,6.894030502,0.706186116,0.837020629
273,ICD,2001.249899,2.127821195,0.239203,7.312963535,0.719773099,0.843739553
274,ICD,2023.934385,2.056649814,0.318148,6.869330323,0.679865726,0.729459952
275,ICD,2004.737237,2.039286947,0.343599,6.889519648,0.662189455,0.807342
276,ICD,2037.466585,2.057538016,0.329538,7.67131235,0.659048588,0.838931529
277,ICD,2034.126413,2.045168749,0.327046,6.072413771,0.660921867,0.665331022
278,ICD,2029.182607,2.025791241,0.353876,4.74621261,0.654748934,0.718810871
279,ICD,2025.803512,2.080924063,0.307104,4.567282811,0.691341158,0.75710994
280,ICD,2001.202995,2.115617445,0.27633,4.799158455,0.707629185,0.785753134
281,ICD,2044.723878,1.751154419,0.555033,5.029426615,0.682455885,0.705635271
282,ICD,1993.688868,2.066097367,0.318701,4.610772345,0.734949748,0.824412654
283,ICD,1968.617584,2.136655235,0.260031,4.066927079,0.735236442,0.837018044
284,ICD,1966.781865,2.170997953,0.224434,4.195153101,0.739922843,0.812339012
285,ICD,1915.757182,2.10633331,0.262137,6.152587533,0.745131932,0.85844757
286,ICD,1847.618141,2.082352357,0.288811,5.645235541,0.70689111,0.819159705
287,ICD,1889.609856,2.082099514,0.284897,6.59670728,0.720592872,0.784430087
288,ICD,1914.89578,2.090321985,0.27406,6.495048494,0.718928399,0.805675426
289,ICD,1993.697196,2.184314957,0.19526,7.228510625,0.775579382,0.885215995
290,ICD,1931.251933,2.223799803,0.171769,4.39821966,0.783535769,0.698141193
291,ICD,1924.341138,2.229215463,0.166413,3.000391864,0.786481044,0.704329286
292,ICD,1930.310194,2.229429927,0.167222,3.681970581,0.782014442,0.602952002
293,ICD,1935.409001,2.188484245,0.210451,3.377226968,0.781996532,0.515997926
294,ICD,1919.063755,2.235253326,0.157296,3.251685112,0.795299344,0.54514337
295,ICD,1923.641836,2.178594304,0.208866,5.301609297,0.798796825,0.690205636
296,ICD,1944.072575,2.258092912,0.122138,6.686706687,0.79896336,0.857449057
297,ICD,1973.84771,2.09231391,0.267648,7.3264486,0.803003083,0.863480673
298,ICD,1970.212126,2.108865153,0.251907,7.798242506,0.801893264,0.859952082
299,ICD,1960.296102,2.089777476,0.278153,6.964305224,0.790742767,0.798545347
300,ICD,1926.571488,2.088358299,0.280699,7.598132386,0.779292398,0.821826927
301,ICD,1901.184526,1.916800059,0.443384,6.550106856,0.663186744,0.235946441
302,ICD,1908.217296,1.95614123,0.411658,7.017298377,0.680307599,0.385143687
303,ICD,1926.451617,1.803754545,0.512748,8.277621594,0.626642483,0.556048872
304,ICD,1941.403514,1.530380992,0.638742,8.703973721,0.560811234,0.515176607
305,ICD,1928.658231,1.741588553,0.5484,7.785062651,0.564389808,0.452510628
306,ICD,1909.360438,1.786339635,0.526823,6.653745353,0.587652299,0.265713598
307,ICD,1881.756867,1.848106461,0.476759,6.2728004,0.666422066,0.449618423
308,ICD,1850.99254,1.844509642,0.502833,6.312143217,0.653412907,0.414181098
309,ICD,1841.013773,1.805443006,0.52203,6.408782681,0.658745125,0.491045838
310,ICD,1853.51699,1.766596494,0.537384,6.799119733,0.652310303,0.566804342
311,ICD,1876.210829,1.713315802,0.566443,5.763990458,0.622431663,0.280521761
312,ICD,1902.537983,1.758251768,0.544797,7.030003767,0.621916493,0.278106224
313,ICD,1878.336693,1.671533481,0.58488,6.706036766,0.602825941,0.018726339
314,ICD,1901.918433,1.610792241,0.606954,6.029266539,0.61641913,0.472560232
315,ICD,1924.856401,1.859853968,0.470986,6.569062069,0.667165724,0.635159747
316,ICD,1951.638286,1.857894587,0.467119,7.741007455,0.673112921,0.77759377
317,ICD,1939.286576,1.944571565,0.415223,6.926142974,0.700517406,0.705489054
318,ICD,1967.321404,1.902898492,0.440728,8.429288556,0.694917475,0.554537451
319,ICD,1940.224789,1.794570883,0.513429,7.051674255,0.679334061,0.374790441
320,ICD,1967.103949,1.402582856,0.680995,6.901229517,0.579834961,0.608591267
321,ICD,1978.749214,1.562738488,0.623884,6.92524453,0.598366895,0.515066492
322,ICD,1884.237025,1.803158562,0.504199,6.914834228,0.659541088,0.494564371
323,ICD,1874.279875,1.922712155,0.442077,5.887673272,0.679207021,0.636219438
324,ICD,1892.847909,1.9941108,0.388501,7.495865657,0.692246118,0.749241549
325,ICD,1897.439775,1.560741131,0.618364,7.218280255,0.64001633,0.45713535
326,ICD,1840.853258,1.698658794,0.561035,6.513511797,0.621682264,0.457121943
327,ICD,1813.556387,1.561107678,0.615619,7.12277189,0.606909228,0.685440429
328,ICD,1874.442212,1.544295154,0.630643,6.312979075,0.586229617,0.509242979
329,ICD,1797.674349,1.487879895,0.653956,6.473824745,0.56638638,0.440979761
330,ICD,1836.707984,1.4896294,0.654847,5.59078072,0.573545191,0.338016438
331,ICD,1878.800118,1.615520833,0.601737,5.796952977,0.583742523,0.229196965
332,ICD,1936.089332,1.775775827,0.529026,9.110443639,0.631900574,0.433283923
333,ICD,1945.078654,1.720462258,0.55191,6.57209314,0.623024105,0.220179426
334,ICD,1930.579158,1.926590714,0.421479,6.849097234,0.672631863,0.430411811
335,ICD,1936.413261,2.005864561,0.365993,6.909950798,0.687365294,0.61593879
336,ICD,1920.655931,1.973464731,0.394296,7.417935358,0.689626435,0.675353649
337,ICD,1918.964955,1.874178053,0.462495,7.964081284,0.673697451,0.492200696
338,ICD,1903.832293,1.948181846,0.412326,7.552561841,0.692794227,0.706106524
339,ICD,1923.928447,1.991738689,0.380992,9.141959008,0.701939586,0.670083731
340,ICD,1898.838452,2.014478478,0.365084,6.882862159,0.709516107,0.649615638
341,ICD,1893.870943,2.084480496,0.321082,5.621707406,0.709938989,0.427508481
342,ICD,1898.541785,2.055481418,0.336191,7.3059182,0.741947473,0.300845251
343,ICD,1922.097753,2.107090403,0.292261,7.129553941,0.745302557,0.291800592
344,ICD,1911.484457,2.08339115,0.307744,5.939983737,0.74028886,0.291196394
345,ICD,1902.060831,2.084264494,0.310525,6.199722492,0.708954251,0.209990835
346,ICD,1902.271027,2.132755711,0.272944,8.237075556,0.740272553,0.771676764
347,ICD,1905.251272,2.023568598,0.352252,7.178340492,0.735069378,0.545006844
348,ICD,1898.588034,1.943366566,0.413063,8.269080305,0.687144617,0.290847057
349,ICD,1888.48202,1.955779929,0.402213,7.850400812,0.683915169,0.497715991
350,ICD,1863.704022,1.89062804,0.447902,7.985579034,0.652941632,0.458147523
351,ICD,1873.022097,1.857228976,0.473444,8.821354822,0.642086775,0.330645856
352,ICD,1847.787665,1.852901016,0.475574,7.264711739,0.642289729,0.411935205
353,ICD,1856.310083,1.854616902,0.471029,7.688978937,0.637645681,0.436767053
354,ICD,1864.48145,1.81950701,0.492868,7.874737432,0.646370994,0.516916752
355,ICD,1853.337388,1.800268154,0.509419,8.317471161,0.649643297,0.640583166
356,ICD,1885.260905,1.912591429,0.43353,9.663562846,0.680290604,0.604564744
357,ICD,1883.776988,1.917792764,0.438372,8.129820939,0.664409817,0.579297327
358,ICD,1888.604376,1.758091448,0.530521,7.202375913,0.648095225,0.548675959
359,ICD,1929.652898,1.77730122,0.529308,4.876111122,0.626664372,0.333656977
360,ICD,1950.114473,1.869703858,0.485196,4.106869502,0.64966851,0.348572885
361,ICD,2051.867859,2.268413247,0.129711,8.70321438,0.772126226,0.848958751
362,ICD,2038.385285,2.263626485,0.141937,8.353268997,0.777816872,0.863408478
363,ICD,2045.366278,2.272726779,0.124039,8.28846447,0.773840278,0.849212097
364,ICD,2091.011723,2.193733958,0.235343,7.433129979,0.740867758,0.822182187
365,ICD,2103.545262,2.073367719,0.368565,7.557181363,0.762245912,0.892406825
366,ICD,2133.882028,2.169152743,0.265166,7.679522252,0.729198609,0.859621115
367,ICD,2111.266323,2.047694873,0.367769,6.904765624,0.671192481,0.760235875
368,ICD,2097.344449,1.909778097,0.46574,8.067093865,0.633775313,0.596313939
369,ICD,2110.988967,2.048701253,0.366503,7.683320876,0.680578817,0.723182785
370,ICD,2064.99005,2.246861311,0.149622,6.013310202,0.76586503,0.840596252
371,ICD,2042.182324,2.272858409,0.107413,4.944369976,0.778162702,0.872307957
372,ICD,2031.780523,2.273572732,0.110579,6.571593323,0.764533061,0.844889992
373,ICD,2025.201515,2.221905192,0.18445,6.743595351,0.746202791,0.808920771
374,ICD,2060.690341,2.201569229,0.204324,8.668001532,0.775781133,0.919968395
375,ICD,2056.50929,2.181397605,0.230735,9.621981658,0.76427345,0.865136227
376,ICD,2065.591602,1.980402791,0.422248,7.349506443,0.76813839,0.897484439
377,ICD,2007.338143,2.219216981,0.189072,8.659340257,0.776549689,0.927608625
378,ICD,2006.708273,2.079838812,0.350896,9.115678864,0.784884321,0.957204618
379,ICD,2026.890293,2.147111825,0.274146,9.872215018,0.789699312,0.927253225
380,ICD,1998.802496,2.193143805,0.204106,7.228922697,0.794793513,0.912884214
381,ICD,1973.406915,2.291750993,0.063973,5.382619678,0.794830343,0.911748052
382,ICD,1993.455852,2.285405093,0.080498,5.679955214,0.794903171,0.894819082
383,ICD,1970.023341,2.28760853,0.076586,5.06668684,0.800205276,0.927461361
384,ICD,1972.235833,2.279743595,0.094027,4.712916608,0.79724528,0.912794406
385,ICD,1987.692839,2.270799916,0.110341,4.265905855,0.786038833,0.886931323
386,ICD,1979.917511,2.239767199,0.150196,4.218442971,0.782591091,0.871697638
387,ICD,1962.770639,2.251806397,0.13389,4.773205306,0.775133209,0.884941325
388,ICD,1970.104695,2.206490311,0.196535,5.409617743,0.759451661,0.873667279
389,ICD,1980.834753,2.220695877,0.175827,3.584493559,0.75040617,0.852132936
390,ICD,2016.518974,2.221607906,0.174579,4.216506047,0.743778908,0.832658013
391,ICD,2013.799625,2.140596331,0.260533,4.158798875,0.717111995,0.784371776
392,ICD,2023.122674,2.069740497,0.337063,4.115841414,0.679150745,0.727067369
393,ICD,1963.572867,2.183168552,0.215322,5.327300438,0.740709869,0.718803549
394,ICD,1950.706189,2.198900308,0.197125,5.507673144,0.750270634,0.768362616
395,ICD,1937.756681,2.170133145,0.230873,5.938190555,0.771428847,0.837594887
396,ICD,1959.095307,2.247661681,0.143091,6.261893358,0.774978938,0.796812979
397,ICD,1965.685399,2.221081616,0.177097,7.293459888,0.777417094,0.849866879
398,ICD,1973.640572,2.252650877,0.139161,5.166381961,0.766172552,0.816500596
399,ICD,1914.682964,2.191743872,0.217905,6.560511999,0.741833747,0.892750428
400,ICD,1816.453906,2.101734061,0.306951,8.233747931,0.682400072,0.872256334
401,ICD,1811.312902,2.088464367,0.32888,7.355908411,0.650056791,0.821547125
402,ICD,1820.255669,2.019811306,0.397212,5.052206935,0.637702603,0.78115151
403,ICD,1831.305267,2.100037086,0.326578,4.836786624,0.697209543,0.871129382
404,ICD,1789.921396,2.113027089,0.312686,5.571122706,0.69834536,0.840702906
405,ICD,1872.026889,2.160023076,0.248441,3.510410769,0.72775493,0.595024494
406,ICD,1916.131278,2.191564008,0.206399,2.871988308,0.725891508,0.525107616
407,ICD,1959.892956,2.170635336,0.227493,4.23244772,0.722952905,0.386510554
408,ICD,1978.084188,2.164796468,0.237657,3.854057977,0.710164671,0.490321572
409,ICD,2016.473499,2.152247477,0.256516,5.322773405,0.706557254,0.639413682
410,ICD,1991.644876,2.115505387,0.300253,4.269224626,0.702487635,0.425810898
411,ICD,1982.837957,2.215477427,0.178536,3.978272866,0.73451896,0.57294479
412,ICD,1967.090155,2.042370269,0.376665,3.360283415,0.742847211,0.483099791
413,ICD,1934.524899,2.076673578,0.344214,5.815545911,0.74124365,0.477687122
414,ICD,1954.024937,2.014750496,0.396938,4.165129497,0.694804091,0.452259622
415,ICD,1961.062447,2.146834256,0.261886,6.170427384,0.713773863,0.705746912
416,ICD,1957.933676,2.120194805,0.297572,5.676044687,0.667762735,0.429473049
417,ICD,1965.624768,2.002444675,0.401726,6.568568257,0.695181667,0.842483071
418,ICD,1963.021027,1.999297897,0.40849,7.256469298,0.719299421,0.853466754
419,ICD,1955.366382,2.041935456,0.369661,7.676135727,0.7240593,0.85105349
420,ICD,1937.013352,2.168064939,0.238507,5.542794471,0.703655915,0.469846711
421,ICD,1911.209992,1.849040279,0.483316,5.695762852,0.631325671,0.133828276
422,ICD,1922.437651,1.778376156,0.53418,5.962380618,0.616591226,0.060405534
423,ICD,1912.561008,1.782967702,0.530778,7.133313656,0.641051604,0.50122234
424,ICD,1914.184319,1.804372335,0.519096,7.396588079,0.630970912,0.592345568
425,ICD,1931.70636,1.70405015,0.570759,7.203788778,0.622003474,0.385842425
426,ICD,1912.590433,1.873480239,0.473664,6.388167084,0.642306835,0.505900769
427,ICD,1893.9031,1.957681676,0.415447,7.103452462,0.678254069,0.674601961
428,ICD,1864.284876,1.794840056,0.517366,7.091048296,0.657071511,0.733149247
429,ICD,1873.784302,1.7261545,0.553601,5.177418171,0.627303762,0.035995232
430,ICD,1905.251725,1.464632191,0.664509,4.842808857,0.569179551,-0.017024527
431,ICD,1906.042552,1.407940794,0.684147,5.110911855,0.541831593,-0.127996622
432,ICD,1906.526779,1.506321053,0.646869,5.449482308,0.564041484,-0.111025361
433,ICD,1912.641707,1.767049568,0.527533,6.082928424,0.631651899,0.468474292
434,ICD,1971.626809,1.880545781,0.471053,6.685842646,0.649060586,0.530893615
435,ICD,1919.470501,1.831757185,0.498792,7.203631798,0.638514232,0.539628131
436,ICD,1929.973592,1.877321113,0.46835,7.111689561,0.656181345,0.618313056
437,ICD,1868.729296,1.867028211,0.471717,6.283562682,0.661141205,0.443978496
438,ICD,1867.425648,1.836613932,0.492351,5.965965141,0.656325607,0.324768588
439,ICD,1853.140156,1.624138355,0.599563,5.399239589,0.621403172,0.10443744
440,ICD,1850.764459,1.255163266,0.730188,5.348208455,0.597242239,-0.241939816
441,ICD,1897.599769,1.585562475,0.622672,5.750932826,0.598459246,0.047759805
442,ICD,1868.497988,1.632311108,0.599618,5.637980363,0.591324814,0.162927308
443,ICD,1890.064701,1.764012535,0.531419,5.24997099,0.624315763,0.109425342
444,ICD,1872.432804,1.779153445,0.526221,5.170627617,0.646396488,-0.266876711
445,ICD,1879.651459,1.893716139,0.46791,5.234463049,0.662198372,0.06601725
446,ICD,1861.443404,1.899531061,0.449273,5.524076119,0.681333182,0.368997428
